Date,Clean Tweet
25/11/16 9:28,I am also from mayurbhanj dist  The situation there is even worse due to this  Demonitisation bluff   twitter com SamratKharavel a status 801997815215861760  
25/11/16 9:28, Demonitisation                                               
25/11/16 9:28, after demonitisation I am using mobile banking
25/11/16 9:28,I request all my country men and women to reject those opposing demonitisation  These r the people who survive on BLACK MONEY R BLOOD SUCKERS
25/11/16 9:27,Gabbar    Kitne Aadmi theyyy     Sardar 70 80  Demonitisation
25/11/16 9:26,ABP Majha s poll on Demonitisation  abpmajha abplive in mumbai abp maj has poll on demonitisation 319596  
25/11/16 9:25,Whole new level of lows in 2016 UK    Brexit US    USElection2016 Indian Rupee value    Demonitisation Humans   Every day 
25/11/16 9:25,RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of prec   twitter com  YogendraYadav  status 801994286401097728  
25/11/16 9:24,  Shame on you for claiming Demonitisation as the reason of his suicide  Undisclosed amount must be legal money 
25/11/16 9:24,    pls let pakistan take away who all r against demonitisation india wil b free of dramas
25/11/16 9:24,RT  RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of    twitter com i web status 8 01271885619138564  
25/11/16 9:23,  I ve been saying this from more than 9 days   This is real reason for the mess  Not demonitisation  
25/11/16 9:21,RT  RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of    twitter com i web status 8 01271885619138564  
25/11/16 9:21, YogendraYadav RT  RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already    twitter com i web status 8 01271885619138564  
25/11/16 9:20,                      10                                      Demonitisation  wintersession
25/11/16 9:20,RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of prec   twitter com i web status 8 01271885619138564  
25/11/16 9:19, Demonitisation shows our reverence for its institutions   twitter com pmoindia statu s 801996053150994432  
25/11/16 9:19,RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of prec   twitter com  YogendraYadav  status 801994286401097728  
25/11/16 9:19,RT  YogendraYadav RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already o   twitter com i web status 8 01271885619138564  
25/11/16 9:16,Watch out for PM Modi s reply to Oppn allegations on   demonitisation    LIVE  orangenews9 com watch out for  pm modis reply to oppn allegations on demonitisation live    via  News9   Latest News
25/11/16 9:16,RT  YogendraYadav RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already o   twitter com i web status 8 01271885619138564  
25/11/16 9:16,Already 40 minutes at the currency exchange by the baggage claim    Shits real  Demonitisation  india
25/11/16 9:15,Couldn t convert black money as expected by  that s the impact of  Demonitisation  twitter com IndianExpress  status 801987923071496192  
25/11/16 9:14,Modi s  Demonitisation Mismanagement achieved Disastrous to the country  MMSexposesModiLoot  DeModitisationScam pic twitter com UlassKRHBF
25/11/16 9:14,Debate in Parliament on demonitisation pm will blast the curupt opposition today  Meanwhile kejri busy retwitting           Modi     
25/11/16 9:13, Demonitisation  demonetization why has the govt  not told to the public that black money is just 10  in terms of cash 
25/11/16 9:12,                  500  2 000                                       india  nepal  rupees  Demonitisation
25/11/16 9:11,Seems DEMONITISATION has hit  as well badly   but no idea why only these people who are crying have lot of wealth  twitter com ashokepandit s tatus 801948648468807680  
25/11/16 9:10, Aur modiji sirf concert mein jayen    jai ho     Demonitisation
25/11/16 9:10,                      10                                      Demonitisation  wintersession
25/11/16 9:10, khaasi ke kuttonko aur mafler ke neeche gandagi chipaane waalonko  Demonitisation kabhi samajh me nahi aata
25/11/16 9:08,The political risks of a surgical strike across the border and then Demonitisation are too high  Yet  undertook both  Leadership
25/11/16 9:08,  after this demonitisation I never got opportunity to withdraw money anywhere I go ATM boards says No cash
25/11/16 9:08,  this is heartbreaking  increased number of robbery news of banks  it will destroy the effect  Demonitisation  
25/11/16 9:06,So nice  No queues outside banks  It s has all eased out                     PS  no money na  Hehehehhahahaha  Demonitisation  cashless
25/11/16 9:06, Mohen are you still supporting the idiotic demonitisation move 
25/11/16 9:04,                                                                                                                          l  Demonitisation
25/11/16 9:03,    so  back to kashmir again  Demonitisation   none complains  kashmir neither  Go find a new issue  
25/11/16 9:02,Hum menhgi chai patti khareedte they ab sasti wali lekar aye hain  Ab pata chala saste mein bhi chai jaisi swad hai  DeMonitisation  wedding
25/11/16 9:01, Demonitisation ke side effects   Jo ghanton bolte they woh aaj 17 dino se chup hain  India badal raha hai
25/11/16 9:01,I am not an expert  so all the talk of benefits of demonitisation will be taken at face value  But there are genuine concerns that the govt
25/11/16 9:01,  Answers given by   PM DDNews on 24 11 on demonitisation were not at all appropriate  
25/11/16 9:01,  Demonitisation Looks like a desperate action in haste A Banker hoarding cash notes instead on putting in bank   FD looks fishy
25/11/16 8:59,              kyunki Tera bhaagna hi Janta Ko kaam aaya hai aaj  May we Indians do better  Demonitisation ne lagayi kale kamo mein aag
25/11/16 8:59,People need to read this and get a sense of perspective on what they are calling a  mere inconvenience   Demonitisation  twitter com chirag status  801983503139119105  
25/11/16 8:58, One must stop the argument on against  Demonitisation   It is about poor  half baked implementation without thinking through 
25/11/16 8:57, Jaipur police doing 100 challan for traffic violation increasing frustration of public intervene for success of demonitisation
25/11/16 8:57,I do think the government s denial over the problems faced during the demonitisation is to keep the morale high  You want to show courage   
25/11/16 8:57,That is the way to support a Noble cause   Else complain as much as you can     Demonitisation  twitter com ANI news statu s 801988778734690304  
25/11/16 8:57, whoever may b that arshole it might b for them  but our demonitisation is aimed at terrorisam abetted by pakistan 
25/11/16 8:55,  Effects of  Demonitisation depends on individual or family situation  Wait for the election  
25/11/16 8:55,Small businesses suffer  Demonitisation steals 80  sales from crackers market in Ahmedabad in this marriage season  pic twitter com 95lQK1XBXd
25/11/16 8:53, By again bringing IDS with demonitisation it will help in surge tax revenues as people are afraid of 200  penalty 
25/11/16 8:52, inke hisab se   jo chalta aa rha tha wo hi chalne do   sab khao sab khilao n garibi badao   Manmohan Singh  Demonitisation
25/11/16 8:51, If u think u n  r right on  Demonitisation  Resign from d CM post n get fresh mandate                        
25/11/16 8:51, Demonitisation is albeit a great move  Now income declaration scheme should come again as a second inning to compliment it 
25/11/16 8:51, Demonitisation remind of d sheeps who cheerd up whn thr leader anouncd dat evry1 wl gt a woolen blanket till 1 sheep askd whr wl it cm frm 
25/11/16 8:51, am sure u will blame Demonitisation for this as well   
25/11/16 8:50, Bhai  is the problem with  demonitisation   the govt  the  devotees  or  demonisation   
25/11/16 8:50,Did Julian Assange did the right by disclosing secret mails   It is the same as Demonitisation of currency by Namo Govt   
25/11/16 8:49, In this country  the big fish get away  the small are always trapped    Demonitisation  twitter com sardesairajdee p status 801968575330271232  
25/11/16 8:48,    Demonitisation All are saying  WeWantNewNotes not the Rs  500 anymore 
25/11/16 8:47,Demonitisation has not been a surgical strike  It has been a nuclear attack  It s huge  wide spread   has changed India for ever and better
25/11/16 8:44, Demonitisation small businesses taking risks in accepting old notes for their business continuity and commoner to survive   Highrisk  
25/11/16 8:44,Is this a way of saying demonitisation is a failure   Rupee hits 39 month low against US dollar   google com newsstand s CB IwjuySzTA  
25/11/16 8:43,Demonitisation condemned by so called experts Alan Green span  Meltdown  Obama  NobelPeacePrize These are also decided by leanered men 
25/11/16 8:43,What is BJP  A party that deposits Rs 60 crore hours before the Demonitisation announcement  An organization that     fb me 2X4b1Sfl1
25/11/16 8:40,So many rules on old currency notes released by da hour  too arbitrary   Hope PM and his lieutenants accept lack of planning  demonitisation
25/11/16 8:26,So  Tata
25/11/16 8:25, After    we need more govt role in Indian Pet Industry   linkedin com pulse after de monitisation we need more govt role indian pet khanal   cc 
25/11/16 8:24,Just before demonitisation BJP has bought huge land  Odisha unit of BJP has received its share to purchase land in each dist  Do u know it 
25/11/16 8:24,   You slam demonitisation because your ill gotten notes from the Sharda scam are now dust 
25/11/16 8:23, moody  s Investor Service on  Demonitisation   Short term pain  long term gain 
25/11/16 8:22, Quite obvious u opposing  Demonitisation   2 6 cr deposited in WB in Jan Dhan Yojana  Highest among all states 
25/11/16 8:22,BMKJ Modi ji is the best PM India ever had Pakistan is scared of Modi Demonitisation has made India Corruption free           Modi     
25/11/16 8:21, u r losing big cash in demonitisation   understandable that ur pained
25/11/16 8:21,The PM is handling Demonitisation like a total amateur    makes us feel like he s merely tossing the coin everyday to decide further course  twitter com ShekharGupta s tatus 801819216101789696  
25/11/16 8:21,Now that 10   Blackmoney plucked from 90  Indians with  Demonitisation by  Feku   when will 90  Black retrieved from 10  Looters   TamilNadu
25/11/16 8:19,Small businesses suffer  Demonitisation steals 80  sales from crackers market in Ahmedabad in this marriage season  Huge losses to traders  pic twitter com MziGXvHIT1
25/11/16 8:13,ABP Majha s poll on Demonitisation  abpmajha abplive in mumbai abp maj has poll on demonitisation 319596  
25/11/16 8:12, sir how demonitisation is organised loot  if yes  who will benefit  I don t mind if country will 
25/11/16 8:12,  Your over reaction is a testimony to the adverse impact on you and your sponsors   DeMonitisation
25/11/16 8:11,Do you need bigger economist than IMF to praise demonitisation   Incidently what was contribution of Base when he was advisor     twitter com dhume status 8 01829517035765760  
25/11/16 8:10, KavalaiVendam       congratulations Ppl forget  Demonitisation affect
25/11/16 8:07, Did you think that the government will withdraw the notification on demonitisation  
25/11/16 8:04,When the fools Get Arrogant   The poor will always suffer   DeMonitisation
25/11/16 8:03,Common man will forget Demonitisation sufferings if results are reduced living cost fair   GoodGovernance elections without buying of votes
25/11/16 8:02,Mr Modi s Demonitisation is the most monumental failure of governance in independent India 
25/11/16 8:01,Yes true maun mohan started speaking  Great effect of  Demonitisation    fb me 2ZEv8kzaG
25/11/16 8:01,U serve d corporate interest but coutch it with colour of national interest  D result is Modi s demonitisation  
25/11/16 7:56,Now it s hilarious  Ajay Makan says Modi shd have asked MMS before  Demonitisation Really dude    
25/11/16 7:56,Manmohan Singh said Modi a disaster  he turned out to be the best  now same I am more convinced about demonitisation being the best thing
25/11/16 7:56, if arvind kejriwal is so honest person why he is opposing demonitisation   Even Nitish kumar supports  
25/11/16 7:52,even if BJP people bought land or deposited money before demonitisation they have to reveal the source what dif does it make  
25/11/16 7:51,Poor before demonitisation could never have come up in life but post demonitisation they do have a ladder to climb the hole so do not cry
25/11/16 7:48, should be arrested for this father s suicide  He is the Demon in Demonitisation  twitter com ajit ranade st atus 801972415605522432    
25/11/16 7:47,   should be arrested for this father s suicide  He is the Demon in Demonitisation  twitter com ajit ranade st atus 801972415605522432  
25/11/16 7:47,supreme court or  SuperGovt in action    sonia to trouble  ModiSarkar for  Demonitisation pic twitter com dFx4LWHCx5
25/11/16 7:45, buaa and babuaa after demonitisation pic twitter com EHJ5uTosJ3
25/11/16 7:43,Secular economist Nobel laureate  AmartyaSen  who presided loot of  NalandaUniversity for 9yrs hasn t commented on  Demonitisation   Surprise 
25/11/16 7:43, mobile twitter com AAOLion status  801798198222163968 photo 1   real poor people of India after demonitisation    
25/11/16 7:43,manmohan singh on demonitisation         thehindu com news national  Manmohan calls demonetisation a  E2 80 98monumental disaster E2 80 99 article16696637 ece  
25/11/16 7:42,Please see the problems of Rural areas farmers  labourers and small businesses Enterprises they are suffering alot because of demonitisation
25/11/16 7:42, have u thought why he kept his mouth shut so far and only spoken now  Demonitisation tyranny and hoarding money democracy 
25/11/16 7:36,5 lkh people participated in the historic survey on demonitisation      and rest are still in queue  fb me 7TUDyWpmc
25/11/16 7:35,Remember even  Sholay  was declared a  flop  on its release by very  respectable  film critics   demonitisation  justsaying
25/11/16 7:30, Modi vs  Kejriwal on demonitisation    Sherlock  forever  SherlockSeason4 pic twitter com 10ZcDzAoP9
25/11/16 7:29,Wondering whether they were part of the survey in which 90   gave a for demonitisation    thecitizen in index php News Detail index 2 9253 Demonetisation Rural India Hit Hard Farmers Skip Season No Work for Daily Wagers in Orissa  
25/11/16 7:29, ye Wahi hai na jisne ek robber ke Marne ki khabhar demonitisation se jor ke rumuor spread ki thi  Waiting for u to return
25/11/16 7:28,Seriously worried about the financial condition of PROSTITUTES post demonitisation  
25/11/16 7:25,            demonitisation                                            
25/11/16 7:23,  had high hopes that demonitisation will reduce corruption  but shattered when bureaucrats now demand gold in bribe 
25/11/16 7:22,How would  Manmohansingh do  Demonitisation   It would have been first cum first served Due date preponed from Dec 31 Remember Raja
25/11/16 7:19,  Anyone points about uselessness of demonitisation bhaktas are there to brand them as black money hoarders
25/11/16 7:19,RT RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of p   twitter com i web status 8 01267867647954948  
25/11/16 7:19,RT RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of p   twitter com i web status 8 01271885619138564  
25/11/16 7:12, Demonitisation is an utter failure a totally unfair scheme  a buffalo scam    twitter com ChitrangadaC s tatus 801267867647954948  
25/11/16 7:12,Demonitisation   If intentions are clean  Solutions are simple  pic twitter com 2R4vyUNM0n
25/11/16 7:11,RT RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of p   twitter com i web status 8 01267867647954948  
25/11/16 7:11,RT RT ChitrangadaC  How  Demonitisation dealt a deathblow to a Telangana farmer household already on the edge of p   twitter com i web status 8 01271885619138564  
25/11/16 7:09,Success of demonitisation depends on the efforts of govt to implement digital transactions
25/11/16 7:09, Is it photomorphed  A lame bikari leading a blind  Or result of demonitisation  
25/11/16 7:06,Recovery of   2G  1 76   CWG 0 7   Coal 1 86   4 32 lakh Crs during 2 5yrs in power would definately be more effective than demonitisation
25/11/16 7:02,See what hate can do to someone Even  can sound like one Ch    a  Demonitisation
25/11/16 7:02, ji what wrong u found in demonitisation   
25/11/16 7:00,Open zero balance bank accounts simple    Most complicated problems of life has mostly simple solutions   Demonitisation  JanDhanAccount  twitter com BDUTT status 8 01868586767654912  
25/11/16 6:57,Demonitisation Idea good But my money is my money We have a constitution
25/11/16 6:53,Demonitisation Idea was good But my money is my money  We have a constitution 
25/11/16 6:51, Stop partying  boozing n EATING out n show u r against Demonitisation
25/11/16 6:46,If only congress benches had supported Manmohan Singh from 2004 2014 as they did yesterday in RS  India wouldn t have needed demonitisation
25/11/16 6:44,So  My Lords  are against  Demonitisation    Bhushan affidavit in late 1990s that alleges 50  ex CJI were corrupts hasn t bn attended so far   twitter com neelnabh statu s 801954075910623232  
25/11/16 6:37,Do you really think MMS exercised Right to freedom of speech  Had he done so he would have lauded Demonitisation   offered constructive help  twitter com 1981 jain stat us 801766734524923905  
25/11/16 6:36, lolzz demonitisation   2G and CWG   
25/11/16 6:30,Defaulters of property tax finally seems to be paying thanks to  Demonitisation  twitter com vccircle statu s 801813947720593408  
25/11/16 6:29, Manmohan Singh calling  Demonitisation an  organised loot  is like Hafeez Saeed calling  Indian Army  terrorists   
25/11/16 6:25,So tru  This just goes to reveal the true colors of politicians n their  concrn  4 d aam aadmi  Demonitisation  twitter com nrsdnitin stat us 801890790184222721  
25/11/16 6:23, thare is nothing bad in demonitisation desision  kejriwal aisa decision 100 janm nahi lega   
25/11/16 6:21,Dowry lesser crime than Demonitisation says express   Demonetisation breaks marriage in Delhi   The Indian Express  indianexpress com article india  india news india demonetisation breaks marriage in delhi 4392037   
25/11/16 6:11,  Demonitisation isa historical step by a potent PM which most people including Foreign countries appreciate Wonder Cong oppos3s  
25/11/16 6:00,Not only the Rs  even the PM S reputation is at all time low because of an in competently handled demonitisation    twitter com TN PYC status  801794178946461696  
25/11/16 5:53, The post demonitisation action plan is most important  Along side cleaning the political system should also be set into motion 
25/11/16 5:53,Who is the biggest beneficiary of demonitisation   Paytm No wonder full page add supporting demonitisation in 10 hours of PM S announcement 
25/11/16 5:50,Funny part of post2014 politics is there is nothing which Concrass not planned thought before B it poverty  demonitisation  surrgicalS SwatchB
25/11/16 5:31,  let govt decide  You have done your share of criticism and protests on demonitisation
25/11/16 5:04, Demonitisation of envirnoment after economy the surroundings come next to leave no stone unturned to pollute and kill withsmoke 
25/11/16 5:03, It s a disaster the demonitisation planning  As an NRI Indian   ex U K  Civil servant  Modi has let us  Gujarat and india down
25/11/16 4:59, Eleventh Commandment   Demonitisation implemented due to the BLACK MONEY created by me   madam boss during UPA LOOT
25/11/16 4:52,Shrinking economy is the worst fear of demonitisation   Building infrastructure at this time of low cost and low inflation will benefit INDIA
25/11/16 4:38,Do you agree with the objections  to the current  Demonitisation   raised by former PM Dr  Manmohan Singh in Parliament yesterday 
25/11/16 4:14, Sir okay we support demonitisation  what is view upon the money laundering schemes like ebiz QNET  prevailing in our country
25/11/16 4:09,Discipline  the first step towards liberation  Demonitisation will lead to larger gains from present pain  A nationalist step by politician 
25/11/16 3:57,What do you feel about   s  Demonitisation  DM  survey   twitter com narendramodi s tatus 801412548721446912  
25/11/16 3:51,  tinyurl com jjf7twe is this the reason why you are against demonitisation  
25/11/16 3:48, Demonitization  Demonitisation  BlackMoney  namoapp pic twitter com IeSuh2EOj9
25/11/16 3:38, GDP poor excuse to oppose  Demonitisation   What happens to GDP if tax collection is poor  bandh disrupts or nonperformance 
25/11/16 3:37,when mom is yelling at you but she kinda has a point  Demonitisation pic twitter com g3greXOgOv  fb me 8HMOs9WGs
25/11/16 3:24,MIM MLA Akber Uddin Owaisi Sahab speech on demonitisation of Old Currencies by PM Modi   BJP Party     youtu be gE3jCKD6p8k a via
25/11/16 3:19, Demonitisation Urgent need of Country Modi will be remembered by people of India with gratitude for acting against BlackMoney Corruption
25/11/16 3:17,breaking news all hindi serials praising demonitisation and modi because producers of these serials paid huge amount by bjp
25/11/16 3:12,Mamata Meets Prez Pranab Mukherjee Again      english kolkata24x7 com kolkata mamata  meets prez pranab mukherjee currency ban    Demonitisation  LatestNews  MamataBanerjee  PranabMukherjee pic twitter com 9mlFUt6LUD
25/11/16 2:58,Two discussion points essentially in all meetings  Trump and Brexit  Demonitisation still not caught up here Standing in Q is normal here   
25/11/16 2:58,  see the corrupt r speaking on demonitisation bad to see that caste politics still exits for such politicians
25/11/16 2:25, major disruption to the life of ordinary Indian people due to  Demonitisation of currency Would like C4 to cover it 
25/11/16 2:23,Pathetic DEMONITISATION implementation by govt   following d same most of d stores wer not able 2provide cash on 24th as promised
25/11/16 2:18,Is the demonitisation for a greater good    Yes  Is the process a blunder   Yes  Are the banks responsible    No 
25/11/16 2:14, u don t seem to be in favour of the demonitisation move  Is it so 
25/11/16 2:03,DEMONitisation      pic twitter com EdIGD8pZP3
25/11/16 1:57,People can draw new notes from BIG BAZAR  but not from the Co operative banks                              Demonitisation
25/11/16 1:53, if u r a true Indian then u cannot oppose demonitisation    do politics in election moment not for whole year
25/11/16 1:49,I support my PM Narender Modi on Imp  demonitisation decision   Sir Indians are with you  Not in favour of bahart band 
25/11/16 1:14, at least we people have single and positive view towards Demonitisation not like u doublestander
25/11/16 1:14,Yaar  I am sure most us want to see Raghuram Rajan s reaction to demonitisation on  LIVE  television  
25/11/16 1:13,Demonitisation
25/11/16 1:10,Really a big joke Biggest loot of public money happened during UPA Govt led by Dr Singh  who now says demonitisation is an organized loot   twitter com sgurumurthy st atus 801712443781103616  
25/11/16 1:08, compares  Demonitisation to a national calamity  Needs govt  to handle it like a calamity   acchedin  RookieMistake 
25/11/16 1:07,Lutyens zone works to derail PM Modi s currency move  sundayguardianlive com news 7319 luty ens zone works derail pm modi s currency move    CashCleanUp  StopDemonitisation  Demonitisation  PMmodi  ndtv
25/11/16 0:59,If demonitisation is gng 2 unearth the blackmoney in the country  i m very much happy even if it s organised loot of the corrupt 
25/11/16 0:55,Roll back of demonitisation to save black money to white
25/11/16 0:53,  sir ur step of demonitisation can be seen that even the small samosa wala is also supporting you  pic twitter com a643Nzx0ex
25/11/16 0:52, No  Facing bandhs is worse and more painful than facing problems caused by demonitisation
25/11/16 0:47, Govt should have done proper homework before inplementing the demonitisation
25/11/16 0:43,Great  shaayri by our PM   WinterSession  demonitisation  ln is www youtube co m FSEBp  
25/11/16 0:40,What do you do on 28 11 2016   ModiFightsCorruption  Demonitisation  bharathbandh
25/11/16 0:37, youtu be 2gbICrk2Iuw Click the above link     A  Must watch online you tube video   Demonitisation   pic twitter com bt3K3MqpCZ
25/11/16 0:36,  What do you think of day 1  considering advance and demonitisation   As till now this November is very bad for Bollywood   
25/11/16 0:36,  Why is the Opposition opposing demonItisation   To hide their own black money  I think common people understand this
25/11/16 0:30,Step of demonitisation by government is right but implementation could be better   
25/11/16 0:30,Ppl hated coalgate  2G scams  But these scams did not impact them directly  Demonitisation mess inconviniencd evry Indian  Ppl hate it more
25/11/16 0:29, I think you are the worst performer in supporting India in demonitisation   most of your atms are out of cash and even ur banks 
25/11/16 0:29, 3   Demonitisation
25/11/16 0:22,demonitisation
25/11/16 0:22,Lets not call it only demonitisation   It should be called  DemonitisationBlunder
25/11/16 0:20,Moil  Karnataka bank   uflex and sripipes will have no impact or will be beneficiary of demonitisation   Available at bargain  stocks equity
25/11/16 0:20,Rupee tumbles at 68 8 against US dollar   India is almost literally going  cashless   Hail  demonitisation and  CashlessEconomy    
25/11/16 0:19, no need to tag everyone  All are exposed  yes whoever opposing demonitisation are antinational or corrupt or blackmoney holder
25/11/16 0:18,Demonitisation is the process in which i receive lots of coins from the bank   Demonetizationeffect
25/11/16 0:14, apke pass proof hain ki demonitisation ek scam hain to proof dejiye  desh ko battayi ki apa akele deshbhkat ho baki sab chor
25/11/16 0:11, IndiaWin  D demonitisation was surely needed for India to bring change in mind set for setting a fight against corruption   black money 
25/11/16 0:08, yep  in the spirit of the Great Demonitisation   I shall work on the cast first and story later 
25/11/16 0:07,If all the people support the decision of demonitisation including politicians   problem could be resolved in easiest manner
25/11/16 0:03,Thank God  Modi wasn t PM during Global recession   Demonitisation  
25/11/16 0:01,On demonitisation majority Indians play positive role  tried to support the move fully   stood by needy people actively in different way
24/11/16 23:57, IAmWithModi  IndiaWithModi                             Demonitisation DO U SUPPORT BHARAT BAND called on 28th of nov 
24/11/16 23:57,  Therefore  M nt sure if we can make any comparison between Greece Debt Crisis and Demonitisation in India 
24/11/16 23:57, Sir i heartly welcome to your decission about demonitisation against black money But i have a lot of ques  To ask u
24/11/16 23:56,With people opposing demonitisation   u can clearly demark between corrupt and non corrupt
24/11/16 23:51,Effect of demonitisation   banks are flushed with cash deposits and hence they have brought down their deposit     fb me 7ZjgNoww6
24/11/16 23:47,MIM Chief Asad Uddin Sahab MP Firing   Bold Statement to media on demonitisation by PM Modi   BJP   youtu be gg3aYTLvl6g a via
24/11/16 23:45,Where You Can Use Old 500  Demonitisation Rupee Notes After Midnight Tonight   NDTV  ndtv com india news whe re you can use old 500 rupee notes after midnight tonight 1629860  
24/11/16 23:43, Shivsena is not able to take stand on demonitisation   instead of supporting it they are critising the same very sad
24/11/16 23:41, If you want you conduct an offline survey itself    If you cant do that then pls stop posting Bullshit abt  Demonitisation
24/11/16 23:40,    Demonitisation is like liposuction to get rid of bad fat       801850583854391296
24/11/16 23:40,  This rash decision making throughout the  Demonitisation process has really effected Indian and foreign nationals 
24/11/16 23:33,Ex P M Manmohan Singh on demonitisation   Organise loot and legalised plundering   youtu be ozgalceAtF4
24/11/16 23:33,ABP Majha s poll on Demonitisation  abpmajha abplive in mumbai abp maj has poll on demonitisation 319596  
24/11/16 23:32, how demonitisation efect on ur whole Business
24/11/16 23:32,ABP Majha s poll on Demonitisation  abpmajha abplive in mumbai abp maj has poll on demonitisation 319596  
24/11/16 23:32,Pretty much sums up the daily new policy changes on demonitisation   No one knows what to do     twitter com LambaAlka stat us 801846727401582592  
24/11/16 23:31, youtu be 2gbICrk2Iuw   Demonitisation   pic twitter com xMqt8Bi9p0
24/11/16 23:30,Admission receipts on sale     Demonitisation  twitter com firstpost stat us 801796667481550848  
24/11/16 23:27,Happiness is   Vegetable vendor voluntarily ready to give 5 x   100 notes in return of new   500 in a cash crunched market  demonitisation pic twitter com nbNrVtlwI3
24/11/16 23:26,How would  Manmohansingh do  Demonitisation   It would have been first cum first served Surface prepped from Dec 31 Remember Raja
24/11/16 23:24,ABP Majha s poll on Demonitisation  abpmajha abplive in mumbai abp maj has poll on demonitisation 319596  
24/11/16 23:23,   Demonitisation is in principle a good idea but infrastructure must exist to support this change  India
24/11/16 23:22,my name is saurabh singh chandel i supported demonitisation pic twitter com EkpDAvYvQQ
24/11/16 23:20, oh handle mistry first Than give lecture on demonitisation   Come clean first on his allegations than talk  U lost ur credibility
24/11/16 23:19,Support Demonitisation pic twitter com j2RY6YqlIB
24/11/16 23:19,You implying the World is going your way  We all going to be footstep followers of Zimbabwe  Bwahahaha  Demonitisation  twitter com rationalzimbo  status 801842905749090305  
24/11/16 23:18,May 17 movement leader Thirumurugan Gandi put forth excellent arguments against demonitisation in puthiya thalaimurai TV debate today
24/11/16 23:17,Got hold of  rupees  500 note  A rare one in my  city     demonitization  demonitisation  money    instagram com p BNM6nGPg980 
24/11/16 23:14, pls handle ur ex colleague Mr mistry 1st than talk abt demonitisation   D country lost faith on u  Don t give lecture on economic
24/11/16 23:14, Came back empty handed  Somwhere saw a huge political rally featuring Adivasis against  Demonitisation wnder hadly hav days ration
24/11/16 23:14,  congrats RAM ji  aaj kal demonitisation ke yug main  aap hi aisa chamtkar kar sakte ho 
24/11/16 23:14,MODI IMPLEMENTED DEMONITISATION BUT NOT IN ITS TRUE ESSENCE MUST WATCH DEMONETISATION EXPOSED  youtu be otSPy2zR4AM
24/11/16 23:14,Ultimate side effects of demonitisation    twitter com timesofindia s tatus 801825210131320833  
24/11/16 23:14,Really want to thank tarak m k u c for raising the DEMONITISATION issue n explaining it s Benefits
24/11/16 23:12,Dowry buri cheej pdhte rhe  ab demonitisation hi shi isse bche to  koi naraaj to na hoga  pr aaj sbhi dowry na de pane ke liye ro rhe h   
24/11/16 23:12,Hmaare ek bhai h jagran se  kehte h varansi me do behno ne atmahatya kr li   demonitisation se hain  greeb ko to khus hona chahiye tha
24/11/16 23:12,dear naysayers  if you have an alternative to demonitisation   put it forward  otherwise shut the    need I say more
24/11/16 23:11,Did  buy this car as soon as he was informed of  demonitisation  Were all BJP politicians given intimation  pic twitter com ub4gWjXeIX
24/11/16 23:10,          Modi      Demonitisation ke against Sab se Jada attendance aapiyon ka hai  lagta hai 2 saal mein Sab se Jada maal mila inko
24/11/16 23:10,And now demonitisation  twitter com vichupedia sta tus 631357513527472129  
24/11/16 23:10,There is only 1 reason why this screwed up  is breaking its own  demonitisation promise to the nation   MONUMENTAL MISMANAGEMENT 
24/11/16 23:09,This is the greate benefits of demonitisation pic twitter com 9X5bneETlm
24/11/16 23:09, DEMONITISATION has shown the World that India is still a third world country and unstable  Foreign investors will move out of
24/11/16 23:09,Role of AJ under scanner  The historic step taken by honorable PM Modi on Demonitisation was badly managed causing such unrest inconvenience
24/11/16 23:08,         vote                  Demonitisation            BhagodaModi
24/11/16 23:05, the same way how AAP n TMC paid for Arvind n Mamta s recent rally against  Demonitisation n Modi  So simple as that
24/11/16 23:05,  arre bakchod  the effect on npa is not even 5  after this demonitisation   Visit any bank for details
24/11/16 23:03,dear Indians please come forward let us all say together to the opposition that all Indians are happy for demonitisation   v r ready for this
24/11/16 23:03,Can someone tell Mr Kejriwal that demonitisation is not the odd even policy which was started to be ended   Demonetizaton
24/11/16 23:03,Illiterates and semi literates devised a demonitisation scheme that hurts poor d most in hunt for mythical black money           Modi     
24/11/16 23:03,Paise jal rahe isse congress ko kala dhan nai dikh raha   demonitisation
24/11/16 22:58,PayTM seems to have benefitted the maximum out of this whole  Demonitisation process 
24/11/16 22:58, hw much blak money u have  We hd n impression u wer honest Bt d way u show negative on demonitisation seems ur most corrupt
24/11/16 22:57,  Mamata saya  Demonitisation se kaam kaj bandh ho gaya hai 28th Nov ko Kolkata officially bandh rahega Irony slaughtered 
24/11/16 22:57,Demonitisation       again a drastic hit for common middle men     
